source_lang,target_lang,model,MRR
ars_Arab,rus_Cyrl,microsoft/harrier-oss-v1-0.6b,1.0
ars_Arab,ron_Latn,jinaai/jina-embeddings-v3,1.0
ars_Arab,por_Latn,jinaai/jina-embeddings-v3,1.0
bos_Latn,oci_Latn,microsoft/harrier-oss-v1-0.6b,1.0
zho_Hant,zho_Hans,microsoft/harrier-oss-v1-0.6b,1.0
nld_Latn,por_Latn,microsoft/harrier-oss-v1-0.6b,1.0
ces_Latn,por_Latn,microsoft/harrier-oss-v1-0.6b,1.0
slk_Latn,epo_Latn,jinaai/jina-embeddings-v3,1.0
ast_Latn,epo_Latn,microsoft/harrier-oss-v1-0.6b,1.0
pol_Latn,por_Latn,microsoft/harrier-oss-v1-0.6b,1.0
por_Latn,rus_Cyrl,microsoft/harrier-oss-v1-0.6b,1.0
por_Latn,ron_Latn,jinaai/jina-embeddings-v3,1.0
por_Latn,pol_Latn,microsoft/harrier-oss-v1-0.6b,1.0
por_Latn,nld_Latn,jinaai/jina-embeddings-v3,1.0
bos_Latn,por_Latn,microsoft/harrier-oss-v1-0.6b,1.0
arb_Arab,mkd_Cyrl,microsoft/harrier-oss-v1-0.6b,1.0
heb_Hebr,kor_Hang,jinaai/jina-embeddings-v3,1.0
arb_Arab,bos_Latn,jinaai/jina-embeddings-v3,1.0
cat_Latn,por_Latn,microsoft/harrier-oss-v1-0.6b,1.0
arb_Arab,bel_Cyrl,jinaai/jina-embeddings-v3,1.0
ukr_Cyrl,zho_Hans,microsoft/harrier-oss-v1-0.6b,1.0
ukr_Cyrl,por_Latn,microsoft/harrier-oss-v1-0.6b,1.0
tur_Latn,zho_Hans,microsoft/harrier-oss-v1-0.6b,1.0
por_Latn,swe_Latn,microsoft/harrier-oss-v1-0.6b,1.0
por_Latn,srp_Cyrl,microsoft/harrier-oss-v1-0.6b,1.0
por_Latn,slv_Latn,jinaai/jina-embeddings-v3,1.0
por_Latn,slk_Latn,jinaai/jina-embeddings-v3,1.0
hun_Latn,por_Latn,jinaai/jina-embeddings-v3,1.0
epo_Latn,swe_Latn,microsoft/harrier-oss-v1-0.6b,1.0
ces_Latn,epo_Latn,jinaai/jina-embeddings-v3,1.0
ars_Arab,jpn_Jpan,microsoft/harrier-oss-v1-0.6b,1.0
hin_Deva,zho_Hans,microsoft/harrier-oss-v1-0.6b,1.0
ita_Latn,por_Latn,microsoft/harrier-oss-v1-0.6b,1.0
afr_Latn,por_Latn,microsoft/harrier-oss-v1-0.6b,1.0
pap_Latn,eng_Latn,microsoft/harrier-oss-v1-0.6b,1.0
dan_Latn,por_Latn,microsoft/harrier-oss-v1-0.6b,1.0
kor_Hang,rus_Cyrl,jinaai/jina-embeddings-v3,1.0
kor_Hang,ron_Latn,jinaai/jina-embeddings-v3,1.0
kor_Hang,por_Latn,microsoft/harrier-oss-v1-0.6b,1.0
arb_Arab,rus_Cyrl,microsoft/harrier-oss-v1-0.6b,1.0
arb_Arab,deu_Latn,microsoft/harrier-oss-v1-0.6b,1.0
arb_Arab,ukr_Cyrl,microsoft/harrier-oss-v1-0.6b,1.0
arb_Arab,tur_Latn,microsoft/harrier-oss-v1-0.6b,1.0
por_Latn,jpn_Jpan,microsoft/harrier-oss-v1-0.6b,1.0
por_Latn,ukr_Cyrl,microsoft/harrier-oss-v1-0.6b,1.0
por_Latn,tur_Latn,microsoft/harrier-oss-v1-0.6b,1.0
por_Latn,tgl_Latn,microsoft/harrier-oss-v1-0.6b,1.0
mar_Deva,zho_Hant,microsoft/harrier-oss-v1-0.6b,1.0
glg_Latn,oci_Latn,microsoft/harrier-oss-v1-0.6b,1.0
ast_Latn,ita_Latn,microsoft/harrier-oss-v1-0.6b,1.0
fra_Latn,oci_Latn,microsoft/harrier-oss-v1-0.6b,1.0
por_Latn,tam_Taml,microsoft/harrier-oss-v1-0.6b,1.0
rus_Cyrl,por_Latn,microsoft/harrier-oss-v1-0.6b,1.0
epo_Latn,heb_Hebr,jinaai/jina-embeddings-v3,1.0
epo_Latn,oci_Latn,microsoft/harrier-oss-v1-0.6b,1.0
hye_Armn,por_Latn,jinaai/jina-embeddings-v3,1.0
rus_Cyrl,zho_Hans,microsoft/harrier-oss-v1-0.6b,1.0
swe_Latn,por_Latn,microsoft/harrier-oss-v1-0.6b,1.0
por_Latn,lvs_Latn,jinaai/jina-embeddings-v3,1.0
pap_Latn,ron_Latn,microsoft/harrier-oss-v1-0.6b,1.0
pap_Latn,por_Latn,microsoft/harrier-oss-v1-0.6b,1.0
pap_Latn,ita_Latn,microsoft/harrier-oss-v1-0.6b,1.0
pap_Latn,fra_Latn,microsoft/harrier-oss-v1-0.6b,1.0
oci_Latn,ita_Latn,microsoft/harrier-oss-v1-0.6b,1.0
oci_Latn,eng_Latn,microsoft/harrier-oss-v1-0.6b,1.0
heb_Hebr,por_Latn,microsoft/harrier-oss-v1-0.6b,1.0
epo_Latn,por_Latn,microsoft/harrier-oss-v1-0.6b,1.0
por_Latn,zho_Hans,microsoft/harrier-oss-v1-0.6b,1.0
por_Latn,vie_Latn,microsoft/harrier-oss-v1-0.6b,1.0
eng_Latn,est_Latn,jinaai/jina-embeddings-v3,1.0
eng_Latn,epo_Latn,microsoft/harrier-oss-v1-0.6b,1.0
ita_Latn,epo_Latn,jinaai/jina-embeddings-v3,1.0
bul_Cyrl,est_Latn,jinaai/jina-embeddings-v3,1.0
bul_Cyrl,epo_Latn,microsoft/harrier-oss-v1-0.6b,1.0
deu_Latn,zho_Hans,microsoft/harrier-oss-v1-0.6b,1.0
epo_Latn,zsm_Latn,microsoft/harrier-oss-v1-0.6b,1.0
eng_Latn,por_Latn,microsoft/harrier-oss-v1-0.6b,1.0
pap_Latn,rus_Cyrl,microsoft/harrier-oss-v1-0.6b,1.0
hrv_Latn,por_Latn,microsoft/harrier-oss-v1-0.6b,1.0
epo_Latn,tgl_Latn,intfloat/multilingual-e5-large,1.0
eng_Latn,oci_Latn,microsoft/harrier-oss-v1-0.6b,1.0
ron_Latn,zho_Hans,microsoft/harrier-oss-v1-0.6b,1.0
eng_Latn,prs_Arab,jinaai/jina-embeddings-v3,1.0
glg_Latn,zho_Hans,microsoft/harrier-oss-v1-0.6b,1.0
bel_Cyrl,por_Latn,microsoft/harrier-oss-v1-0.6b,1.0
deu_Latn,por_Latn,microsoft/harrier-oss-v1-0.6b,1.0
arb_Arab,srp_Cyrl,microsoft/harrier-oss-v1-0.6b,1.0
ars_Arab,ita_Latn,microsoft/harrier-oss-v1-0.6b,1.0
ars_Arab,hrv_Latn,microsoft/harrier-oss-v1-0.6b,1.0
hin_Deva,kor_Hang,jinaai/jina-embeddings-v3,1.0
hin_Deva,mag_Deva,microsoft/harrier-oss-v1-0.6b,1.0
hin_Deva,por_Latn,microsoft/harrier-oss-v1-0.6b,1.0
ars_Arab,eng_Latn,microsoft/harrier-oss-v1-0.6b,1.0
pol_Latn,epo_Latn,microsoft/harrier-oss-v1-0.6b,1.0
kor_Hang,eng_Latn,jinaai/jina-embeddings-v3,1.0
kor_Hang,dan_Latn,jinaai/jina-embeddings-v3,1.0
ars_Arab,deu_Latn,microsoft/harrier-oss-v1-0.6b,1.0
ars_Arab,ces_Latn,jinaai/jina-embeddings-v3,1.0
ars_Arab,bul_Cyrl,microsoft/harrier-oss-v1-0.6b,1.0
ars_Arab,bos_Latn,jinaai/jina-embeddings-v3,1.0
arb_Arab,ron_Latn,jinaai/jina-embeddings-v3,1.0
bul_Cyrl,por_Latn,microsoft/harrier-oss-v1-0.6b,1.0
glg_Latn,por_Latn,microsoft/harrier-oss-v1-0.6b,1.0
bul_Cyrl,zho_Hans,microsoft/harrier-oss-v1-0.6b,1.0
arb_Arab,por_Latn,jinaai/jina-embeddings-v3,1.0
arb_Arab,zho_Hans,microsoft/harrier-oss-v1-0.6b,1.0
epo_Latn,deu_Latn,microsoft/harrier-oss-v1-0.6b,1.0
epo_Latn,dan_Latn,jinaai/jina-embeddings-v3,1.0
epo_Latn,als_Latn,intfloat/multilingual-e5-large,1.0
epo_Latn,ita_Latn,microsoft/harrier-oss-v1-0.6b,1.0
srp_Cyrl,zho_Hans,microsoft/harrier-oss-v1-0.6b,1.0
guj_Gujr,por_Latn,microsoft/harrier-oss-v1-0.6b,1.0
deu_Latn,est_Latn,jinaai/jina-embeddings-v3,1.0
deu_Latn,epo_Latn,microsoft/harrier-oss-v1-0.6b,1.0
cat_Latn,est_Latn,jinaai/jina-embeddings-v3,1.0
cat_Latn,epo_Latn,intfloat/multilingual-e5-large,1.0
slv_Latn,por_Latn,microsoft/harrier-oss-v1-0.6b,1.0
ron_Latn,por_Latn,microsoft/harrier-oss-v1-0.6b,1.0
ron_Latn,epo_Latn,microsoft/harrier-oss-v1-0.6b,1.0
ces_Latn,zho_Hans,microsoft/harrier-oss-v1-0.6b,1.0
afr_Latn,arb_Arab,microsoft/harrier-oss-v1-0.6b,1.0
afr_Latn,est_Latn,jinaai/jina-embeddings-v3,1.0
ell_Grek,por_Latn,microsoft/harrier-oss-v1-0.6b,1.0
ars_Arab,ukr_Cyrl,microsoft/harrier-oss-v1-0.6b,1.0
por_Latn,cat_Latn,microsoft/harrier-oss-v1-0.6b,1.0
por_Latn,bel_Cyrl,jinaai/jina-embeddings-v3,1.0
pol_Latn,zho_Hans,microsoft/harrier-oss-v1-0.6b,1.0
bos_Latn,epo_Latn,microsoft/harrier-oss-v1-0.6b,1.0
jpn_Jpan,por_Latn,microsoft/harrier-oss-v1-0.6b,1.0
jpn_Jpan,zho_Hans,microsoft/harrier-oss-v1-0.6b,1.0
por_Latn,ces_Latn,microsoft/harrier-oss-v1-0.6b,1.0
ita_Latn,zho_Hans,microsoft/harrier-oss-v1-0.6b,1.0
fra_Latn,zho_Hans,microsoft/harrier-oss-v1-0.6b,1.0
ars_Arab,mkd_Cyrl,microsoft/harrier-oss-v1-0.6b,1.0
epo_Latn,nld_Latn,jinaai/jina-embeddings-v3,1.0
epo_Latn,mkd_Cyrl,microsoft/harrier-oss-v1-0.6b,1.0
ars_Arab,zho_Hans,microsoft/harrier-oss-v1-0.6b,1.0
ars_Arab,vie_Latn,microsoft/harrier-oss-v1-0.6b,1.0
ast_Latn,glg_Latn,jinaai/jina-embeddings-v3,1.0
eng_Latn,tgl_Latn,microsoft/harrier-oss-v1-0.6b,0.9997072599531616
eng_Latn,fra_Latn,microsoft/harrier-oss-v1-0.6b,0.9997072599531616
ben_Beng,eng_Latn,jinaai/jina-embeddings-v3,0.9997072599531616
epo_Latn,mar_Deva,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
ars_Arab,pol_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
ita_Latn,zho_Hant,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
por_Latn,dan_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
acm_Arab,rus_Cyrl,jinaai/jina-embeddings-v3,0.9995059288537548
ben_Beng,por_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
est_Latn,ita_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
epo_Latn,lvs_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
zsm_Latn,zho_Hans,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
por_Latn,als_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
acm_Arab,ron_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
por_Latn,ind_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
deu_Latn,zho_Hant,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
eng_Latn,kor_Hang,jinaai/jina-embeddings-v3,0.9995059288537548
guj_Gujr,kor_Hang,jinaai/jina-embeddings-v3,0.9995059288537548
pap_Latn,tur_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
kea_Latn,por_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
est_Latn,dan_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
epo_Latn,jav_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
epo_Latn,jpn_Jpan,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
arb_Arab,zho_Hant,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
arb_Arab,zsm_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
ind_Latn,zho_Hans,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
guj_Gujr,mag_Deva,intfloat/multilingual-e5-large,0.9995059288537548
epo_Latn,fra_Latn,intfloat/multilingual-e5-large,0.9995059288537548
ind_Latn,por_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
ars_Arab,cat_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
ces_Latn,est_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
ceb_Latn,zho_Hans,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
oci_Latn,zho_Hans,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
kor_Hang,ind_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
bul_Cyrl,zho_Hant,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
epo_Latn,hun_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
epo_Latn,hye_Armn,jinaai/jina-embeddings-v3,0.9995059288537548
ars_Arab,hin_Deva,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
ars_Arab,hun_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
hrv_Latn,epo_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
cat_Latn,ast_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
epo_Latn,eng_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
guj_Gujr,zho_Hant,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
est_Latn,slk_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
ast_Latn,ces_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
est_Latn,tur_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
bel_Cyrl,epo_Latn,intfloat/multilingual-e5-large,0.9995059288537548
epo_Latn,pol_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
afr_Latn,zho_Hans,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
est_Latn,epo_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
hun_Latn,epo_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
est_Latn,glg_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
fra_Latn,epo_Latn,intfloat/multilingual-e5-large,0.9995059288537548
nld_Latn,zho_Hans,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
fra_Latn,arb_Arab,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
fra_Latn,ast_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
ceb_Latn,por_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
eus_Latn,por_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
est_Latn,fra_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
arb_Arab,tgl_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
pap_Latn,hrv_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
dan_Latn,zho_Hans,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
pap_Latn,jpn_Jpan,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
ast_Latn,oci_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
swe_Latn,zho_Hans,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
hun_Latn,zho_Hans,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
pap_Latn,pol_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
ast_Latn,ukr_Cyrl,jinaai/jina-embeddings-v3,0.9995059288537548
tgl_Latn,zho_Hans,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
epo_Latn,ind_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
arb_Arab,vie_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
epo_Latn,hin_Deva,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
epo_Latn,hrv_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
est_Latn,rus_Cyrl,jinaai/jina-embeddings-v3,0.9995059288537548
epo_Latn,est_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
ben_Beng,epo_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
deu_Latn,pap_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
est_Latn,swe_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
fra_Latn,kor_Hang,jinaai/jina-embeddings-v3,0.9995059288537548
mkd_Cyrl,epo_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
ast_Latn,por_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
ast_Latn,ron_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
slk_Latn,est_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
kor_Hang,slk_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
apc_Arab,por_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
rus_Cyrl,epo_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
rus_Cyrl,est_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
oci_Latn,tgl_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
hin_Deva,zho_Hant,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
ars_Arab,zsm_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
arb_Arab,ces_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
slk_Latn,por_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
epo_Latn,kor_Hang,jinaai/jina-embeddings-v3,0.9995059288537548
ukr_Cyrl,zho_Hant,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
kor_Hang,lvs_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
kor_Hang,afr_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
arb_Arab,als_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
ltz_Latn,swe_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
heb_Hebr,epo_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
mag_Deva,mar_Deva,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
por_Latn,mkd_Cyrl,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
fra_Latn,pap_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
est_Latn,lvs_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
ast_Latn,deu_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
ast_Latn,eng_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
mkd_Cyrl,por_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
bos_Latn,kor_Hang,jinaai/jina-embeddings-v3,0.9995059288537548
ars_Arab,slk_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
kor_Hang,zsm_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
ars_Arab,srp_Cyrl,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
tel_Telu,zho_Hant,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
bos_Latn,zho_Hant,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
eng_Latn,zho_Hant,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
arb_Arab,heb_Hebr,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
arb_Arab,hin_Deva,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
arb_Arab,hun_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
epo_Latn,tur_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
epo_Latn,zho_Hans,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
bos_Latn,est_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
nld_Latn,epo_Latn,intfloat/multilingual-e5-large,0.9995059288537548
por_Latn,hrv_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
por_Latn,hun_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
por_Latn,heb_Hebr,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
eng_Latn,ars_Arab,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
ell_Grek,epo_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
ell_Grek,zho_Hans,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
cat_Latn,oci_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
arb_Arab,fra_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
tur_Latn,por_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
arb_Arab,afr_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
arb_Arab,epo_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
epo_Latn,glg_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
epo_Latn,ron_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
epo_Latn,rus_Cyrl,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
epo_Latn,slv_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
ast_Latn,bul_Cyrl,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
ces_Latn,kor_Hang,jinaai/jina-embeddings-v3,0.9995059288537548
acm_Arab,deu_Latn,microsoft/harrier-oss-v1-0.6b,0.9995059288537548
est_Latn,por_Latn,jinaai/jina-embeddings-v3,0.9995059288537548
ita_Latn,eng_Latn,microsoft/harrier-oss-v1-0.6b,0.9994145199063231
fra_Latn,eng_Latn,microsoft/harrier-oss-v1-0.6b,0.9994145199063231
ces_Latn,zho_Hant,microsoft/harrier-oss-v1-0.6b,0.9993412384716732
jpn_Jpan,zho_Hant,microsoft/harrier-oss-v1-0.6b,0.9993412384716732
pap_Latn,ukr_Cyrl,microsoft/harrier-oss-v1-0.6b,0.9993412384716732
kor_Hang,swe_Latn,microsoft/harrier-oss-v1-0.6b,0.9993412384716732
est_Latn,eng_Latn,jinaai/jina-embeddings-v3,0.9993412384716732
por_Latn,tel_Telu,microsoft/harrier-oss-v1-0.6b,0.9993412384716732
kat_Geor,por_Latn,jinaai/jina-embeddings-v3,0.9993412384716732
ben_Beng,zho_Hans,microsoft/harrier-oss-v1-0.6b,0.9993412384716732
jav_Latn,por_Latn,microsoft/harrier-oss-v1-0.6b,0.9993412384716732
ben_Beng,mag_Deva,microsoft/harrier-oss-v1-0.6b,0.9993412384716732
hrv_Latn,zho_Hant,microsoft/harrier-oss-v1-0.6b,0.9993412384716732
est_Latn,deu_Latn,jinaai/jina-embeddings-v3,0.9993412384716732
ars_Arab,tha_Thai,jinaai/jina-embeddings-v3,0.9993412384716732
hrv_Latn,est_Latn,jinaai/jina-embeddings-v3,0.9993412384716732
pap_Latn,ind_Latn,microsoft/harrier-oss-v1-0.6b,0.9993412384716732
oci_Latn,fra_Latn,microsoft/harrier-oss-v1-0.6b,0.9993412384716732
arb_Arab,dan_Latn,microsoft/harrier-oss-v1-0.6b,0.9992588932806324
mag_Deva,ory_Orya,microsoft/harrier-oss-v1-0.6b,0.9992588932806324
lvs_Latn,por_Latn,jinaai/jina-embeddings-v3,0.9992588932806324
por_Latn,tha_Thai,microsoft/harrier-oss-v1-0.6b,0.9992588932806324
kor_Hang,tgl_Latn,microsoft/harrier-oss-v1-0.6b,0.9992588932806324
oci_Latn,ukr_Cyrl,microsoft/harrier-oss-v1-0.6b,0.9992588932806324
eng_Latn,ben_Beng,microsoft/harrier-oss-v1-0.6b,0.9992193598750976
kor_Hang,nld_Latn,microsoft/harrier-oss-v1-0.6b,0.999209486166008
pap_Latn,vie_Latn,microsoft/harrier-oss-v1-0.6b,0.999209486166008
ceb_Latn,epo_Latn,microsoft/harrier-oss-v1-0.6b,0.9991765480895916
hrv_Latn,zho_Hans,microsoft/harrier-oss-v1-0.6b,0.9991765480895916
ben_Beng,kor_Hang,microsoft/harrier-oss-v1-0.6b,0.9991765480895916
srp_Cyrl,tgl_Latn,intfloat/multilingual-e5-large,0.9991674843332006
ars_Arab,nld_Latn,microsoft/harrier-oss-v1-0.6b,0.9991530208921512
eng_Latn,mag_Deva,microsoft/harrier-oss-v1-0.6b,0.9991530208921512
ars_Arab,fin_Latn,jinaai/jina-embeddings-v3,0.9991353754940712
eng_Latn,ita_Latn,microsoft/harrier-oss-v1-0.6b,0.9991217798594848
ben_Beng,ita_Latn,microsoft/harrier-oss-v1-0.6b,0.9991217798594848
mkd_Cyrl,est_Latn,jinaai/jina-embeddings-v3,0.9990612648221344
eus_Latn,est_Latn,jinaai/jina-embeddings-v3,0.999054820415879
spa_Latn,epo_Latn,intfloat/multilingual-e5-large,0.9990484555701948
nno_Latn,por_Latn,jinaai/jina-embeddings-v3,0.9990427371541502
pap_Latn,spa_Latn,microsoft/harrier-oss-v1-0.6b,0.9990427371541502
por_Latn,spa_Latn,jinaai/jina-embeddings-v3,0.9990409207161124
