source_lang,target_lang,model,MRR
glg_Latn,zho_Hans,microsoft/harrier-oss-v1-270m,1.0
glg_Latn,por_Latn,microsoft/harrier-oss-v1-270m,1.0
eng_Latn,epo_Latn,microsoft/harrier-oss-v1-270m,1.0
eng_Latn,arb_Arab,microsoft/harrier-oss-v1-270m,1.0
eng_Latn,ars_Arab,microsoft/harrier-oss-v1-270m,1.0
ast_Latn,fra_Latn,microsoft/harrier-oss-v1-270m,1.0
ast_Latn,als_Latn,microsoft/harrier-oss-v1-270m,1.0
ast_Latn,cat_Latn,microsoft/harrier-oss-v1-270m,1.0
ell_Grek,por_Latn,microsoft/harrier-oss-v1-270m,1.0
ast_Latn,swe_Latn,microsoft/harrier-oss-v1-270m,1.0
pap_Latn,eng_Latn,microsoft/harrier-oss-v1-270m,1.0
kor_Hang,eng_Latn,microsoft/harrier-oss-v1-270m,1.0
pap_Latn,por_Latn,microsoft/harrier-oss-v1-270m,1.0
pap_Latn,rus_Cyrl,microsoft/harrier-oss-v1-270m,1.0
deu_Latn,zho_Hans,microsoft/harrier-oss-v1-270m,1.0
ast_Latn,deu_Latn,microsoft/harrier-oss-v1-270m,1.0
ast_Latn,eng_Latn,microsoft/harrier-oss-v1-270m,1.0
oci_Latn,eng_Latn,microsoft/harrier-oss-v1-270m,1.0
ast_Latn,ron_Latn,microsoft/harrier-oss-v1-270m,1.0
nld_Latn,por_Latn,microsoft/harrier-oss-v1-270m,1.0
arb_Arab,bos_Latn,microsoft/harrier-oss-v1-270m,1.0
arb_Arab,bul_Cyrl,microsoft/harrier-oss-v1-270m,1.0
arb_Arab,cat_Latn,microsoft/harrier-oss-v1-270m,1.0
arb_Arab,ces_Latn,microsoft/harrier-oss-v1-270m,1.0
arb_Arab,deu_Latn,microsoft/harrier-oss-v1-270m,1.0
arb_Arab,eng_Latn,microsoft/harrier-oss-v1-270m,1.0
slk_Latn,por_Latn,microsoft/harrier-oss-v1-270m,1.0
bos_Latn,por_Latn,microsoft/harrier-oss-v1-270m,1.0
bos_Latn,epo_Latn,microsoft/harrier-oss-v1-270m,1.0
ben_Beng,por_Latn,microsoft/harrier-oss-v1-270m,1.0
ben_Beng,zho_Hant,microsoft/harrier-oss-v1-270m,0.9995059288537548
ita_Latn,epo_Latn,intfloat/multilingual-e5-large,0.9995059288537548
hye_Armn,por_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
ben_Beng,epo_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
bul_Cyrl,ast_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
bos_Latn,zho_Hant,microsoft/harrier-oss-v1-270m,0.9995059288537548
bul_Cyrl,epo_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
tgl_Latn,zho_Hans,microsoft/harrier-oss-v1-270m,0.9995059288537548
nld_Latn,epo_Latn,intfloat/multilingual-e5-large,0.9995059288537548
arb_Arab,als_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
arb_Arab,dan_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
arb_Arab,fra_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
ast_Latn,rus_Cyrl,microsoft/harrier-oss-v1-270m,0.9995059288537548
ast_Latn,ita_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
zsm_Latn,por_Latn,intfloat/multilingual-e5-large,0.9995059288537548
kor_Hang,por_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
ast_Latn,bul_Cyrl,microsoft/harrier-oss-v1-270m,0.9995059288537548
guj_Gujr,mag_Deva,intfloat/multilingual-e5-large,0.9995059288537548
als_Latn,zho_Hans,microsoft/harrier-oss-v1-270m,0.9995059288537548
pap_Latn,ind_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
pap_Latn,ron_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
pap_Latn,nld_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
pap_Latn,ita_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
pap_Latn,swe_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
oci_Latn,por_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
oci_Latn,ron_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
oci_Latn,rus_Cyrl,microsoft/harrier-oss-v1-270m,0.9995059288537548
ast_Latn,por_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
amh_Ethi,arb_Arab,microsoft/harrier-oss-v1-270m,0.9995059288537548
ast_Latn,ceb_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
por_Latn,epo_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
epo_Latn,swe_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
por_Latn,dan_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
jpn_Jpan,por_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
jpn_Jpan,zho_Hans,microsoft/harrier-oss-v1-270m,0.9995059288537548
jpn_Jpan,zho_Hant,microsoft/harrier-oss-v1-270m,0.9995059288537548
fra_Latn,oci_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
epo_Latn,slk_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
por_Latn,slk_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
hin_Deva,zho_Hans,microsoft/harrier-oss-v1-270m,0.9995059288537548
por_Latn,sin_Sinh,microsoft/harrier-oss-v1-270m,0.9995059288537548
ars_Arab,zho_Hans,microsoft/harrier-oss-v1-270m,0.9995059288537548
ars_Arab,pol_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
fra_Latn,pap_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
por_Latn,tel_Telu,microsoft/harrier-oss-v1-270m,0.9995059288537548
por_Latn,tgl_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
dan_Latn,por_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
kan_Knda,por_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
epo_Latn,ita_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
swe_Latn,zho_Hant,microsoft/harrier-oss-v1-270m,0.9995059288537548
mag_Deva,ory_Orya,microsoft/harrier-oss-v1-270m,0.9995059288537548
epo_Latn,jav_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
epo_Latn,glg_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
eng_Latn,zho_Hant,microsoft/harrier-oss-v1-270m,0.9995059288537548
epo_Latn,eng_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
epo_Latn,fra_Latn,intfloat/multilingual-e5-large,0.9995059288537548
epo_Latn,ell_Grek,microsoft/harrier-oss-v1-270m,0.9995059288537548
epo_Latn,jpn_Jpan,microsoft/harrier-oss-v1-270m,0.9995059288537548
ltz_Latn,eng_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
srp_Cyrl,por_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
hrv_Latn,epo_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
mkd_Cyrl,por_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
arb_Arab,swe_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
hrv_Latn,por_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
ars_Arab,cat_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
ars_Arab,bos_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
bel_Cyrl,epo_Latn,intfloat/multilingual-e5-large,0.9995059288537548
mkd_Cyrl,epo_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
slv_Latn,por_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
ind_Latn,epo_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
ind_Latn,zho_Hans,microsoft/harrier-oss-v1-270m,0.9995059288537548
ita_Latn,pap_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
bul_Cyrl,por_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
cat_Latn,ast_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
zsm_Latn,zho_Hant,microsoft/harrier-oss-v1-270m,0.9995059288537548
nld_Latn,zho_Hans,microsoft/harrier-oss-v1-270m,0.9995059288537548
arb_Arab,pol_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
fra_Latn,ast_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
arb_Arab,zho_Hans,microsoft/harrier-oss-v1-270m,0.9995059288537548
mar_Deva,zho_Hans,microsoft/harrier-oss-v1-270m,0.9995059288537548
epo_Latn,rus_Cyrl,microsoft/harrier-oss-v1-270m,0.9995059288537548
epo_Latn,vie_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
fra_Latn,arb_Arab,microsoft/harrier-oss-v1-270m,0.9995059288537548
ron_Latn,epo_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
tur_Latn,zho_Hans,microsoft/harrier-oss-v1-270m,0.9995059288537548
ita_Latn,zho_Hant,microsoft/harrier-oss-v1-270m,0.9995059288537548
epo_Latn,mkd_Cyrl,microsoft/harrier-oss-v1-270m,0.9995059288537548
epo_Latn,hrv_Latn,microsoft/harrier-oss-v1-270m,0.9995059288537548
eng_Latn,kor_Hang,microsoft/harrier-oss-v1-270m,0.9993412384716732
ast_Latn,ces_Latn,microsoft/harrier-oss-v1-270m,0.9993412384716732
oci_Latn,fra_Latn,microsoft/harrier-oss-v1-270m,0.9993412384716732
oci_Latn,tgl_Latn,microsoft/harrier-oss-v1-270m,0.9993412384716732
ben_Beng,mag_Deva,microsoft/harrier-oss-v1-270m,0.9993412384716732
arb_Arab,tur_Latn,microsoft/harrier-oss-v1-270m,0.9993412384716732
ars_Arab,srp_Cyrl,microsoft/harrier-oss-v1-270m,0.9993412384716732
bul_Cyrl,zho_Hant,microsoft/harrier-oss-v1-270m,0.9993412384716732
arb_Arab,srp_Cyrl,microsoft/harrier-oss-v1-270m,0.9993412384716732
bul_Cyrl,pap_Latn,microsoft/harrier-oss-v1-270m,0.9993412384716732
tur_Latn,por_Latn,microsoft/harrier-oss-v1-270m,0.9993412384716732
slk_Latn,epo_Latn,microsoft/harrier-oss-v1-270m,0.9993412384716732
pap_Latn,fra_Latn,microsoft/harrier-oss-v1-270m,0.9993412384716732
ast_Latn,glg_Latn,microsoft/harrier-oss-v1-270m,0.9993412384716732
ces_Latn,zho_Hant,microsoft/harrier-oss-v1-270m,0.9993412384716732
pol_Latn,por_Latn,microsoft/harrier-oss-v1-270m,0.9993412384716732
fra_Latn,zho_Hans,microsoft/harrier-oss-v1-270m,0.9993412384716732
por_Latn,ind_Latn,microsoft/harrier-oss-v1-270m,0.9993412384716732
ben_Beng,eng_Latn,microsoft/harrier-oss-v1-270m,0.9993169398907105
pol_Latn,zho_Hans,microsoft/harrier-oss-v1-270m,0.9992588932806324
eng_Latn,pap_Latn,microsoft/harrier-oss-v1-270m,0.9992588932806324
eng_Latn,mag_Deva,microsoft/harrier-oss-v1-270m,0.9992588932806324
por_Latn,hun_Latn,microsoft/harrier-oss-v1-270m,0.9992588932806324
ces_Latn,epo_Latn,microsoft/harrier-oss-v1-270m,0.999209486166008
est_Latn,als_Latn,microsoft/harrier-oss-v1-270m,0.999209486166008
srp_Cyrl,tgl_Latn,intfloat/multilingual-e5-large,0.9991674843332006
eng_Latn,ita_Latn,microsoft/harrier-oss-v1-270m,0.9991217798594848
guj_Gujr,zho_Hant,microsoft/harrier-oss-v1-270m,0.9990736166007904
spa_Latn,epo_Latn,intfloat/multilingual-e5-large,0.9990484555701948
pap_Latn,spa_Latn,microsoft/harrier-oss-v1-270m,0.9990385642559556
arb_Arab,spa_Latn,microsoft/harrier-oss-v1-270m,0.999036561264822
por_Latn,spa_Latn,microsoft/harrier-oss-v1-270m,0.9990191234596604
bul_Cyrl,nob_Latn,microsoft/harrier-oss-v1-270m,0.9990184895349764
nob_Latn,swe_Latn,intfloat/multilingual-e5-large,0.9990180724389092
eng_Latn,nob_Latn,microsoft/harrier-oss-v1-270m,0.9990173780555128
spa_Latn,zho_Hans,microsoft/harrier-oss-v1-270m,0.9990173473869126
bos_Latn,nob_Latn,microsoft/harrier-oss-v1-270m,0.999016135379772
nob_Latn,deu_Latn,microsoft/harrier-oss-v1-270m,0.9990159074710036
nob_Latn,ita_Latn,microsoft/harrier-oss-v1-270m,0.9990159074710036
nob_Latn,eng_Latn,microsoft/harrier-oss-v1-270m,0.9990158261504516
nld_Latn,nob_Latn,microsoft/harrier-oss-v1-270m,0.9990153127504906
mkd_Cyrl,nob_Latn,microsoft/harrier-oss-v1-270m,0.9990152768849924
deu_Latn,nob_Latn,microsoft/harrier-oss-v1-270m,0.9990151081755771
nob_Latn,por_Latn,microsoft/harrier-oss-v1-270m,0.9990148520780932
spa_Latn,por_Latn,microsoft/harrier-oss-v1-270m,0.999013982744698
por_Latn,nob_Latn,microsoft/harrier-oss-v1-270m,0.9990139077952536
nob_Latn,hin_Deva,microsoft/harrier-oss-v1-270m,0.999013725651352
mal_Mlym,por_Latn,microsoft/harrier-oss-v1-270m,0.9990133640219802
por_Latn,uzn_Latn,microsoft/harrier-oss-v1-270m,0.9990131858557524
mal_Mlym,zho_Hans,microsoft/harrier-oss-v1-270m,0.9990130013907188
bos_Latn,zho_Hans,microsoft/harrier-oss-v1-270m,0.99901185770751
arb_Arab,ell_Grek,microsoft/harrier-oss-v1-270m,0.99901185770751
kor_Hang,swe_Latn,microsoft/harrier-oss-v1-270m,0.99901185770751
afr_Latn,zho_Hans,microsoft/harrier-oss-v1-270m,0.99901185770751
pap_Latn,hrv_Latn,microsoft/harrier-oss-v1-270m,0.99901185770751
pan_Guru,por_Latn,microsoft/harrier-oss-v1-270m,0.99901185770751
pap_Latn,tur_Latn,microsoft/harrier-oss-v1-270m,0.99901185770751
oci_Latn,swe_Latn,microsoft/harrier-oss-v1-270m,0.99901185770751
ast_Latn,mkd_Cyrl,microsoft/harrier-oss-v1-270m,0.99901185770751
ell_Grek,epo_Latn,microsoft/harrier-oss-v1-270m,0.99901185770751
tgl_Latn,zho_Hant,microsoft/harrier-oss-v1-270m,0.99901185770751
ben_Beng,pap_Latn,microsoft/harrier-oss-v1-270m,0.99901185770751
arz_Arab,por_Latn,microsoft/harrier-oss-v1-270m,0.99901185770751
srp_Cyrl,zho_Hans,microsoft/harrier-oss-v1-270m,0.99901185770751
deu_Latn,kor_Hang,microsoft/harrier-oss-v1-270m,0.99901185770751
fra_Latn,zho_Hant,microsoft/harrier-oss-v1-270m,0.99901185770751
dan_Latn,zho_Hant,microsoft/harrier-oss-v1-270m,0.99901185770751
deu_Latn,ast_Latn,microsoft/harrier-oss-v1-270m,0.99901185770751
por_Latn,mlt_Latn,microsoft/harrier-oss-v1-270m,0.99901185770751
vie_Latn,zho_Hant,microsoft/harrier-oss-v1-270m,0.99901185770751
fur_Latn,eng_Latn,microsoft/harrier-oss-v1-270m,0.99901185770751
epo_Latn,hye_Armn,intfloat/multilingual-e5-large,0.99901185770751
epo_Latn,nld_Latn,microsoft/harrier-oss-v1-270m,0.99901185770751
pol_Latn,epo_Latn,microsoft/harrier-oss-v1-270m,0.99901185770751
deu_Latn,pap_Latn,microsoft/harrier-oss-v1-270m,0.99901185770751
eng_Latn,oci_Latn,microsoft/harrier-oss-v1-270m,0.99901185770751
ars_Arab,tam_Taml,microsoft/harrier-oss-v1-270m,0.99901185770751
ars_Arab,fra_Latn,microsoft/harrier-oss-v1-270m,0.99901185770751
zho_Hans,zho_Hant,microsoft/harrier-oss-v1-270m,0.99901185770751
ars_Arab,ind_Latn,microsoft/harrier-oss-v1-270m,0.99901185770751
cat_Latn,oci_Latn,microsoft/harrier-oss-v1-270m,0.99901185770751
tel_Telu,zho_Hant,microsoft/harrier-oss-v1-270m,0.99901185770751
ars_Arab,jpn_Jpan,microsoft/harrier-oss-v1-270m,0.99901185770751
arb_Arab,tam_Taml,microsoft/harrier-oss-v1-270m,0.99901185770751
ars_Arab,als_Latn,microsoft/harrier-oss-v1-270m,0.99901185770751
por_Latn,zho_Hant,microsoft/harrier-oss-v1-270m,0.99901185770751
cat_Latn,zho_Hant,microsoft/harrier-oss-v1-270m,0.99901185770751
cat_Latn,zho_Hans,microsoft/harrier-oss-v1-270m,0.99901185770751
rus_Cyrl,zho_Hant,microsoft/harrier-oss-v1-270m,0.99901185770751
bul_Cyrl,kor_Hang,microsoft/harrier-oss-v1-270m,0.99901185770751
arb_Arab,tgl_Latn,microsoft/harrier-oss-v1-270m,0.99901185770751
bel_Cyrl,por_Latn,microsoft/harrier-oss-v1-270m,0.99901185770751
arb_Arab,ind_Latn,microsoft/harrier-oss-v1-270m,0.99901185770751
arb_Arab,jpn_Jpan,microsoft/harrier-oss-v1-270m,0.99901185770751
mkd_Cyrl,zho_Hans,microsoft/harrier-oss-v1-270m,0.99901185770751
est_Latn,deu_Latn,microsoft/harrier-oss-v1-270m,0.99901185770751
est_Latn,eng_Latn,microsoft/harrier-oss-v1-270m,0.99901185770751
acm_Arab,ita_Latn,microsoft/harrier-oss-v1-270m,0.99901185770751
arb_Arab,heb_Hebr,microsoft/harrier-oss-v1-270m,0.99901185770751
ind_Latn,zho_Hant,microsoft/harrier-oss-v1-270m,0.99901185770751
eng_Latn,tgl_Latn,intfloat/multilingual-e5-large,0.9989204487600782
eng_Latn,fra_Latn,microsoft/harrier-oss-v1-270m,0.9989126798260288
ast_Latn,epo_Latn,microsoft/harrier-oss-v1-270m,0.9988471673254282
ast_Latn,bos_Latn,microsoft/harrier-oss-v1-270m,0.9988471673254282
pap_Latn,pol_Latn,microsoft/harrier-oss-v1-270m,0.9988471673254282
ast_Latn,hrv_Latn,microsoft/harrier-oss-v1-270m,0.9988471673254282
ron_Latn,por_Latn,microsoft/harrier-oss-v1-270m,0.9988471673254282
arb_Arab,ben_Beng,microsoft/harrier-oss-v1-270m,0.9988471673254282
jav_Latn,por_Latn,microsoft/harrier-oss-v1-270m,0.9988471673254282
ars_Arab,swe_Latn,microsoft/harrier-oss-v1-270m,0.9988471673254282
acm_Arab,eng_Latn,microsoft/harrier-oss-v1-270m,0.9988471673254282
ars_Arab,tur_Latn,microsoft/harrier-oss-v1-270m,0.9988471673254282
pol_Latn,zho_Hant,microsoft/harrier-oss-v1-270m,0.9988471673254282
hrv_Latn,zho_Hant,microsoft/harrier-oss-v1-270m,0.9988471673254282
bos_Latn,est_Latn,microsoft/harrier-oss-v1-270m,0.9988471673254282
hye_Armn,zho_Hans,microsoft/harrier-oss-v1-270m,0.9988471673254282
por_Latn,pol_Latn,microsoft/harrier-oss-v1-270m,0.998847167325428
ita_Latn,kor_Hang,microsoft/harrier-oss-v1-270m,0.998847167325428
ast_Latn,dan_Latn,microsoft/harrier-oss-v1-270m,0.998847167325428
epo_Latn,kor_Hang,microsoft/harrier-oss-v1-270m,0.998847167325428
fra_Latn,eng_Latn,microsoft/harrier-oss-v1-270m,0.9988290398126465
swe_Latn,eng_Latn,microsoft/harrier-oss-v1-270m,0.9988290398126465
ben_Beng,ita_Latn,microsoft/harrier-oss-v1-270m,0.9988290398126465
mkd_Cyrl,srp_Cyrl,intfloat/multilingual-e5-large,0.9987771642707493
ita_Latn,eng_Latn,intfloat/multilingual-e5-large,0.998774078736659
afr_Latn,zho_Hant,microsoft/harrier-oss-v1-270m,0.9987648221343872
oci_Latn,ita_Latn,microsoft/harrier-oss-v1-270m,0.9987648221343872
guj_Gujr,por_Latn,microsoft/harrier-oss-v1-270m,0.9987648221343872
fra_Latn,kor_Hang,microsoft/harrier-oss-v1-270m,0.9987648221343872
epo_Latn,sin_Sinh,microsoft/harrier-oss-v1-270m,0.9987648221343872
hin_Deva,mar_Deva,microsoft/harrier-oss-v1-270m,0.9987314597970336
eng_Latn,bul_Cyrl,microsoft/harrier-oss-v1-270m,0.9987314597970336
srp_Cyrl,zho_Hant,microsoft/harrier-oss-v1-270m,0.9987154150197628
eng_Latn,srp_Cyrl,intfloat/multilingual-e5-large,0.9986993509579041
hrv_Latn,srp_Cyrl,intfloat/multilingual-e5-large,0.9986883850398722
hrv_Latn,zho_Hans,microsoft/harrier-oss-v1-270m,0.9986824769433466
ben_Beng,kor_Hang,microsoft/harrier-oss-v1-270m,0.9986824769433464
kor_Hang,hrv_Latn,microsoft/harrier-oss-v1-270m,0.9986589497459062
arb_Arab,nld_Latn,microsoft/harrier-oss-v1-270m,0.9986589497459062
kan_Knda,mag_Deva,microsoft/harrier-oss-v1-270m,0.998641304347826
ben_Beng,sin_Sinh,intfloat/multilingual-e5-large,0.9986367724696306
cym_Latn,epo_Latn,intfloat/multilingual-e5-large,0.9986275801493192
ars_Arab,dan_Latn,microsoft/harrier-oss-v1-270m,0.9986275801493192
